"Symbol","Name","Price..Intraday.","Change","X..Change","Volume","Avg.Vol..3.month.","Market.Cap","PE.Ratio..TTM.","X52.Week.Range"
"SUN.BK","Sunsweet Public Company Limited",4.64,-0.04,"-0.85%","571,013","539,575",2.993e+12,"19.33",NA
"NSI.BK","Nam Seng Insurance Public Company Limited",213,0,"0.00%","31,171","28,468",2.961e+12,"26.36",NA
"TPCH.BK","TPC Power Holding Public Company Limited",7.35,-0.05,"-0.68%","2.468M","336,895",2.949e+12,"22.97",NA
"IMH.BK","Intermedical Care and Lab Hospital Public Company Limited",13.7,0.2,"+1.48%","374,101","722,567",2.932e+12,"8.15",NA
"AMA.BK","Ama Marine Public Company Limited",5.65,-0.05,"-0.88%","240,000","1.107M",2.926e+12,"9.58",NA
"SWC.BK","Sherwood Corporation (Thailand) Public Company Limited",6.45,-0.1,"-1.53%","37,000","59,660",2.924e+12,"43.00",NA
"SEAFCO.BK","Seafco Public Company Limited",3.94,-0.06,"-1.50%","1.11M","987,668",2.914e+12,"N/A",NA
"TSTE.BK","Thai Sugar Terminal Public Company Limited",7.6,0,"0.00%","17,254","6,182",2.913e+12,"17.67",NA
"SEAOIL.BK","Sea Oil Public Company Limited",4.16,-0.02,"-0.48%","250,093","2.957M",2.882e+12,"6.40",NA
"UOBKH.BK","UOB Kay Hian Securities (Thailand) Public Company Limited",5.7,0,"0.00%","98,401","43,065",2.864e+12,"11.18",NA
"BJCHI.BK","BJC Heavy Industries Public Company Limited",1.75,-0.01,"-0.57%","377,500","849,798",2.799e+12,"15.91",NA
"MORE.BK","More Return Public Company Limited",0.39,-0.01,"-2.50%","32.139M","109.122M",2.799e+12,"2.17",NA
"CHOW.BK","Chow Steel Industries Public Company Limited",3.48,0.02,"+0.58%","107,600","1.106M",2.784e+12,"2.47",NA
"SFLEX.BK","Starflex Public Company Limited",3.4,-0.02,"-0.58%","3.376M","1.263M",2.782e+12,"56.67",NA
"PJW.BK","Panjawattana Plastic Public Company Limited",4.5,0.16,"+3.69%","10.395M","14.628M",2.762e+12,"23.68",NA
"IRC.BK","Inoue Rubber (Thailand) Public Company Limited",14.3,0,"0.00%","51,408","19,175",2.749e+12,"25.09",NA
"ZIGA.BK","Ziga Innovation Public Company Limited",3.84,-0.08,"-2.04%","14.362M","22.809M",2.712e+12,"21.33",NA
"BR.BK","Bangkok Ranch Public Company Limited",2.96,-0.04,"-1.33%","1.639M","1.636M",2.704e+12,"10.21",NA
"SFP.BK","Siam Food Products Public Company Limited",128.5,-0.5,"-0.39%","200","108",2.699e+12,"14.23",NA
"MUD.BK","Mud & Hound Public Company Limited",2.56,0.04,"+1.59%","11,800","168,834",2.697e+12,"N/A",NA
"TQR.BK","TQR Public Company Limited",11.7,0,"0.00%","9,700","60,147",2.691e+12,"37.74",NA
"AHC.BK","Aikchol Hospital Public Company Limited",17.9,0,"0.00%","4,600","26,903",2.683e+12,"8.99",NA
"KTBSTMR.BK","KTBST Mixed Freehold and Leasehold Real Estate Investment Trust",8.9,0.1,"+1.14%","2,218","23,936",2.683e+12,"N/A",NA
"SMIT.BK","Sahamit Machinery Public Company Limited",5,0,"0.00%","199,019","187,437",2.65e+12,"9.62",NA
"ALT.BK","ALT Telecom Public Company Limited",2.34,0,"0.00%","184,300","696,332",2.649e+12,"N/A",NA
"INSET.BK","Infraset Public Company Limited",3.52,0.06,"+1.73%","3.809M","4.486M",2.641e+12,"29.33",NA
"PREB.BK","Pre-Built Public Company Limited",8.55,0,"0.00%","72,600","249,713",2.639e+12,"6.38",NA
"BIZ.BK","Business Alignment Public Company Limited",4.38,-0.02,"-0.45%","46,000","174,213",2.631e+12,"15.64",NA
"PEACE.BK","Peace & Living Public Company Limited",5.2,0.05,"+0.97%","140,605","643,095",2.621e+12,"13.33",NA
"PACO.BK","President Automobile Industries Public Company Limited",2.62,-0.02,"-0.76%","100,736","1.67M",2.62e+12,"29.11",NA
"SCN.BK","Scan Inter Public Company Limited",2.18,0,"0.00%","4.287M","2.422M",2.616e+12,"7.27",NA
"PAP.BK","Pacific Pipe Public Company Limited",3.96,0,"0.00%","196,800","140,698",2.614e+12,"8.25",NA
"TAKUNI.BK","Takuni Group Public Company Limited",3.26,-0.06,"-1.81%","7.253M","16.08M",2.608e+12,"25.08",NA
"BIS.BK","Bio Science Animal Health Public Company Limited",8.3,0.15,"+1.84%","238,200","443,883",2.606e+12,"41.50",NA
"SYMC.BK","Symphony Communication Public Company Limited",6,-0.05,"-0.83%","4,149","28,131",2.602e+12,"17.65",NA
"INET.BK","Internet Thailand Public Company Limited",5.2,0,"0.00%","1.634M","1.278M",2.6e+12,"19.26",NA
"BM.BK","Bangkok Sheet Metal Public Company Limited",5,0.06,"+1.21%","4.608M","4.852M",2.592e+12,"45.45",NA
"THREL.BK","Thaire Life Assurance Public Company Limited",4.32,-0.06,"-1.37%","402,956","788,213",2.592e+12,"17.28",NA
"GIFT.BK","Gratitude Infinite Public Company Limited",7.8,0,"0.00%","265,703","1.602M",2.58e+12,"N/A",NA
"DTCENT.BK","D.T.C. Enterprise Public Company Limited",2.12,-0.02,"-0.93%","7.144M","26.585M",2.555e+12,"26.50",NA
"BIG.BK","Big Camera Corporation Public Company Limited",0.72,-0.01,"-1.37%","1.833M","1.478M",2.541e+12,"36.00",NA
"CFRESH.BK","Seafresh Industry Public Company Limited",2.74,-0.04,"-1.44%","1.628M","2.485M",2.54e+12,"8.56",NA
"BKD.BK","Buakaew Income Fund",2.36,0,"0.00%","52,700","388,052",2.54e+12,"27.44",NA
"PPF.BK","Pinthong Industrial Park Property Fund",11.3,0,"0.00%","2,000","8,045",2.537e+12,"14.25",NA
"CSC.BK","Crown Seal Public Company Limited",48.75,0,"0.00%","1,600","7,760",2.535e+12,"10.91",NA
"VRANDA.BK","Veranda Resort Public Company Limited",7.9,0.1,"+1.28%","285,500","775,116",2.525e+12,"N/A",NA
"SM.BK","Star Money Public Company Limited",2.28,0.12,"+5.56%","79.762M","120.529M",2.508e+12,"20.73",NA
"DCON.BK","Dcon Products Public Company Limited",0.46,0.02,"+4.55%","13.211M","4.178M",2.478e+12,"23.00",NA
"ASIA.BK","Asia Hotel Public Company Limited",7.7,-0.15,"-1.91%","17,700","9,314",2.464e+12,"N/A",NA
"MODERN.BK","Modernform Group Public Company Limited",3.28,-0.06,"-1.80%","167,319","119,693",2.46e+12,"65.60",NA
"ALPHAX.BK","Alpha Divisions Public Company Limited",1.28,-0.04,"-3.03%","6.115M","2.557M",2.45e+12,"N/A",NA
"GC.BK","Global Connections Public Company Limited",5.55,0,"0.00%","16,523","81,598",2.442e+12,"14.23",NA
"TSR.BK","Thiensurat Public Company Limited",4.44,0.02,"+0.45%","9.914M","5.335M",2.439e+12,"34.15",NA
"ICN.BK","Information and Communication Networks Public Company Limited",3.94,0.02,"+0.51%","3.439M","1.994M",2.435e+12,"21.89",NA
"WPH.BK","Wattanapat Hospital Trang Public Company Limited",4.04,-0.02,"-0.49%","794,111","3.474M",2.424e+12,"7.77",NA
"CPW.BK","Copperwired Public Company Limited",4.04,-0.02,"-0.49%","57,257","478,308",2.424e+12,"25.25",NA
"TH.BK","Tong Hua Holding Public Company Limited",2.42,-0.06,"-2.42%","8.899M","37.537M",2.416e+12,"11.00",NA
"AMR.BK","AMR Asia Public Company Limited",4.02,0.02,"+0.50%","130,401","500,222",2.392e+12,"33.50",NA
"PROSPECT.BK","Prospect Logistics and Industrial Freehold and Leasehold Real Estate Investment Trust",9.75,-0.05,"-0.51%","529,500","65,000",2.389e+12,"10.96",NA
"KGEN.BK","King Gen Public Company Limited",2.12,0.02,"+0.95%","1.966M","3.237M",2.384e+12,"N/A",NA
"ASAP.BK","Synergetic Auto Performance Public Company Limited",3.28,-0.06,"-1.80%","578,315","1.096M",2.381e+12,"N/A",NA
"AMATAR.BK","Amata Summit Growth Freehold and Leasehold Real Estate Investment Trust",6.65,-0.05,"-0.75%","481,902","78,775",2.38e+12,"12.79",NA
"CTW.BK","Charoong Thai Wire and Cable Public Company Limited",5.95,-0.05,"-0.83%","19,205","62,018",2.368e+12,"N/A",NA
"SVT.BK","Sun Vending Technology Public Company Limited",3.38,-0.02,"-0.59%","718,516","3.46M",2.366e+12,"33.80",NA
"TFI.BK","Thai Film Industries Public Company Limited",0.14,-0.01,"-6.67%","1.659M","3.605M",2.356e+12,"N/A",NA
"WP.BK","WP Energy Public Company Limited",4.54,0.04,"+0.89%","27,176","67,750",2.354e+12,"26.71",NA
"JKN.BK","JKN Global Group Public Company Limited",3.14,-0.08,"-2.48%","15.955M","42.25M",2.325e+12,"13.65",NA
"GEL.BK","General Engineering Public Company Limited",0.33,0,"0.00%","26.886M","20.187M",2.323e+12,"N/A",NA
"CV.BK","Clover Power Public Company Limited",1.79,-0.02,"-1.10%","3.374M","6.649M",2.291e+12,"25.57",NA
"ECL.BK","Eastern Commercial Leasing Public Company Limited",2.06,-0.04,"-1.90%","2.994M","14.504M",2.284e+12,"11.44",NA
"SPVI.BK","S P V I Public Company Limited",5.7,-0.15,"-2.56%","1.081M","1.617M",2.28e+12,"15.83",NA
"WFX.BK","World Flex Public Company Limited",4.9,0.04,"+0.82%","707,333","1.163M",2.275e+12,"5.44",NA
"SSF.BK","Surapon Foods Public Company Limited",8.4,0,"0.00%","1,111","3,662",2.268e+12,"17.14",NA
"CPANEL.BK","CPanel Public Company Limited",11.5,-0.9,"-7.26%","2.538M","1.102M",2.265e+12,"30.26",NA
"INSURE.BK","Indara Insurance Public Company Limited",226,0,"0.00%","200","1,719",2.26e+12,"3.03",NA
"HPF.BK","Hemaraj Industrial Property and Leasehold Fund",4.76,0,"0.00%","28,100","43,110",2.237e+12,"11.93",NA
"LHPF.BK","Land and Houses Freehold and Leasehold Property Fund",6.75,0.1,"+1.50%","101,605","43,954",2.228e+12,"8.04",NA
"TPCS.BK","TPCS Public Company Limited",20.6,0,"0.00%","100","3,140",2.225e+12,"8.55",NA
"QHHR.BK","Quality Houses Hotel and Residence Freehold and Leasehold Property Fund",6.6,0.2,"+3.12%","191,300","120,090",2.218e+12,"N/A",NA
"SQ.BK","Sahakol Equipment Public Company Limited",1.92,-0.01,"-0.52%","434,155","714,904",2.206e+12,"8.00",NA
"KCAR.BK","Krungthai Car Rent and Lease Public Company Limited",8.8,-0.1,"-1.12%","71,807","103,277",2.2e+12,"9.89",NA
"LEE.BK","Lee Feed Mill Public Company Limited",2.38,-0.04,"-1.65%","60,502","125,340",2.195e+12,"29.75",NA
"SONIC.BK","Sonic Interfreight Public Company Limited",2.88,-0.02,"-0.69%","773,119","2.053M",2.187e+12,"6.70",NA
"NWR.BK","Nawarat Patanakarn Public Company Limited",0.84,0,"0.00%","7.552M","5.464M",2.172e+12,"N/A",NA
"IT.BK","IT City Public Company Limited",5.9,-0.25,"-4.07%","1.962M","912,285",2.162e+12,"17.35",NA
"MDX.BK","MDX Public Company Limited",4.52,-0.08,"-1.74%","13,000","106,877",2.15e+12,"13.29",NA
"GRAND.BK","Grande Asset Hotels and Property Public Company Limited",0.23,0,"0.00%","1.131M","24.471M",2.148e+12,"N/A",NA
"SRIPANWA.BK","Sri panwa Hospitality Real Estate Investment Trust",7.65,-0.2,"-2.55%","132,000","17,893",2.135e+12,"10.34",NA
"SFT.BK","Shrinkflex (Thailand) Public Company Limited",4.84,0,"0.00%","46,000","86,970",2.13e+12,"28.47",NA
"HYDROGEN.BK","HYDROGEN Freehold And Leasehold Real Estate Investment Trust",10.2,0,"0.00%","661,900","437,223",2.119e+12,"N/A",NA
"UPOIC.BK","United Palm Oil Industry Public Company Limited",6.5,0,"0.00%","4,425","51,378",2.106e+12,"6.25",NA
"SAAM.BK","SAAM Development Public Company Limited",7,-0.05,"-0.71%","2.368M","385,604",2.1e+12,"29.17",NA
"PROEN.BK","PROEN Corp Public Company Limited",6.55,0.05,"+0.77%","8.195M","7.606M",2.076e+12,"36.39",NA
"CIVIL.BK","Civil Engineering Public Company Limited",2.96,-0.02,"-0.67%","827,405","1.734M",2.072e+12,"10.96",NA
"ADD.BK","AddTech Hub Public Company Limited",12.9,0.5,"+4.03%","797,228","610,757",2.064e+12,"28.67",NA
"TPBI.BK","TPBI Public Company Limited",4.92,-0.06,"-1.20%","565,600","1.891M",2.051e+12,"12.62",NA
"CEN.BK","Capital Engineering Network Public Company Limited",2.82,0,"0.00%","16,500","45,824",2.041e+12,"47.00",NA
"JDF.BK","JD Food Public Company Limited",3.38,0.02,"+0.60%","2.895M","2.292M",2.028e+12,"44.47",NA
"SMD.BK","Saintmed Public Company Limited",9,0,"0.00%","263,527","530,552",2.022e+12,"5.92",NA
"TRITN.BK","Triton Holding Public Company Limited",0.18,0,"0.00%","3.968M","25.038M",2.003e+12,"N/A",NA
"DOD.BK","DOD Biotech Public Company Limited",4.88,-0.12,"-2.40%","2.572M","1.113M",2.001e+12,"37.54",NA
"UMS.BK","Unique Mining Services Public Company Limited",1.74,-0.04,"-2.25%","10,200","236,444",1.993e+12,"N/A",NA
"SSSC.BK","Siam Steel Service Center Public Company Limited",3.1,0.02,"+0.65%","227,914","85,401",1.984e+12,"7.56",NA
"PDJ.BK","Pranda Jewelry Public Company Limited",3.68,-0.1,"-2.65%","5.708M","8.732M",1.984e+12,"9.95",NA
"SDC.BK","Samart Digital Public Company Limited",0.14,0,"0.00%","9.239M","33.393M",1.982e+12,"N/A",NA
"PT.BK","Premier Technology Public Company Limited",6.95,0.05,"+0.72%","383,305","403,740",1.973e+12,"14.48",NA
"IHL.BK","Interhides Public Company Limited",3.32,-0.02,"-0.60%","232,501","125,500",1.968e+12,"15.09",NA
"NCH.BK","N.C. Housing Public Company Limited",1.58,-0.02,"-1.25%","1.139M","3.662M",1.968e+12,"5.45",NA
"MJLF.BK","Major Cineplex Lifestyle Leasehold Property Fund.",5.95,0.05,"+0.85%","62,303","63,795",1.963e+12,"5.89",NA
"D.BK","Dental Corporation Public Company Limited",6.5,0,"0.00%","2.305M","2.155M",1.963e+12,"59.09",NA
"ARROW.BK","Arrow Syndicate Public Company Limited",7.6,0,"0.00%","25,000","29,103",1.952e+12,"31.67",NA
"PIMO.BK","Pioneer Motor Public Company Limited",2.9,0.06,"+2.11%","3.645M","2.869M",1.951e+12,"17.06",NA
"FN.BK","FN Factory Outlet Public Company Limited",1.95,0,"0.00%","27,300","154,431",1.95e+12,"N/A",NA
"UREKA.BK","Eureka Design Public Company Limited",1.09,0.01,"+0.93%","14.438M","24.977M",1.947e+12,"15.57",NA
"DPAINT.BK","Delta Paint Public Company Limited",11,0.6,"+5.77%","3.335M","2.224M",1.944e+12,"40.74",NA
"CPI.BK","Chumporn Palm Oil Industry Public Company Limited",3.06,0.02,"+0.66%","573,866","969,029",1.936e+12,"5.77",NA
"AF.BK","AIRA Factoring Public Company Limited",1.21,0.02,"+1.68%","1.847M","664,724",1.936e+12,"40.33",NA
"MPIC.BK","M Pictures Entertainment Public Company Limited",1.48,-0.02,"-1.33%","226,501","933,840",1.924e+12,"49.33",NA
"FSS.BK","Finansia Syrus Securities Public Company Limited",3.3,-0.04,"-1.20%","685,019","581,691",1.919e+12,"9.43",NA
"UKEM.BK","Union Petrochemical Public Company Limited",1.65,-0.03,"-1.79%","29.263M","6.689M",1.917e+12,"82.50",NA
"LHK.BK","Lohakit Metal Public Company Limited",5,-0.05,"-0.99%","120,076","364,844",1.915e+12,"10.87",NA
"CMAN.BK","Chememan Public Company Limited",1.99,-0.01,"-0.50%","487,700","1.468M",1.91e+12,"14.21",NA
"2S.BK","2S Metal Public Company Limited",3.44,-0.06,"-1.71%","70,117","196,850",1.892e+12,"9.05",NA
"ASEFA.BK","Asefa Public Company Limited",3.46,-0.02,"-0.57%","123,700","235,322",1.888e+12,"18.21",NA
"RSP.BK","Rich Sport Public Company Limited",2.54,-0.04,"-1.55%","242,502","1.036M",1.887e+12,"21.17",NA
"AQ.BK","AQ Estate Public Company Limited",0.02,0,"0.00%","13.473M","72.233M",1.874e+12,"N/A",NA
"NOVA.BK","Nova Empire Public Company Limited",11,0,"0.00%","13,900","35,344",1.869e+12,"17.74",NA
"SORKON.BK","S. Khonkaen Foods Public Company Limited",5.75,0,"0.00%","540,902","351,716",1.86e+12,"14.02",NA
"WINMED.BK","Winnergy Medical Public Company Limited",4.62,0.04,"+0.87%","201,221","172,357",1.848e+12,"28.88",NA
"TMC.BK","T.M.C. Industrial Public Company Limited",4,0.16,"+4.17%","60.16M","16.893M",1.835e+12,"26.67",NA
"KDH.BK","Thonburi Medical Centre Public Company Limited",94.5,0,"0.00%","3,001","1,786",1.832e+12,"20.41",NA
"SELIC.BK","Selic Corp Public Company Limited",3.06,-0.06,"-1.92%","6.078M","3.166M",1.809e+12,"27.82",NA
"ESTAR.BK","Eastern Star Real Estate Public Company Limited",0.36,0,"0.00%","511,000","1.595M",1.808e+12,"18.00",NA
"CSS.BK","Communication & System Solution Public Company Limited",1.53,-0.01,"-0.65%","410,400","869,370",1.799e+12,"7.29",NA
"SVOA.BK","SVOA Public Company Limited",2.54,-0.06,"-2.31%","638,471","1.606M",1.796e+12,"15.88",NA
"SALEE.BK","Salee Industry Public Company Limited",1.17,0,"0.00%","1.522M","6.632M",1.779e+12,"19.50",NA
"CMO.BK","CMO Public Company Limited",6.3,-0.05,"-0.79%","5.366M","2.407M",1.77e+12,"N/A",NA
"VL.BK","V.L. Enterprise Public Company Limited",1.64,-0.08,"-4.65%","71.239M","19.271M",1.768e+12,"82.00",NA
"WHABT.BK","WHA Business Complex Freehold and Leasehold Real Estate Investment Trust",8.75,0,"0.00%","12,700","9,470",1.768e+12,"9.62",NA
"NV.BK","Nova Organic Public Company Limited",2.94,0.04,"+1.38%","1.406M","1.27M",1.764e+12,"294.00",NA
"BROCK.BK","Baan Rock Garden Public Company Limited",1.7,-0.09,"-5.03%","38,902","62,639",1.743e+12,"56.67",NA
"FE.BK","Far East Fame Line DDB Public Company Limited",220,0,"0.00%","2","18",1.731e+12,"39.71",NA
"CNT.BK","Christiani & Nielsen (Thai) Public Company Limited",1.68,-0.04,"-2.33%","1.877M","1.133M",1.727e+12,"N/A",NA
"CWT.BK","Chai Watana Tannery Group Public Company Limited",2.74,-0.02,"-0.72%","1.284M","3.783M",1.726e+12,"7.41",NA
"EE.BK","Eternal Energy Public Company Limited",0.62,0,"0.00%","911,977","8.553M",1.724e+12,"15.50",NA
"KJL.BK","Kijcharoen Engineering Electric Public Company Limited",14.8,0,"0.00%","221,500","11.138M",1.717e+12,"13.83",NA
"ECF.BK","East Coast Furnitech Public Company Limited",1.78,0,"0.00%","1.37M","15.245M",1.708e+12,"35.60",NA
"ACC.BK","Advanced Connection Corporation Public Company Limited",1.27,-0.03,"-2.31%","13.77M","5.489M",1.706e+12,"9.77",NA
"THE.BK","The Steel Public Company Limited",1.54,-0.01,"-0.65%","115,700","193,814",1.697e+12,"12.83",NA
"CTARAF.BK","Centara Hotels and Resorts Leasehold Property Fund",5.3,0,"0.00%","13,100","50,831",1.696e+12,"14.72",NA
"TYCN.BK","Tycoons Worldwide Group (Thailand) Public Company Limited",2.82,-0.02,"-0.70%","59,300","48,783",1.683e+12,"14.10",NA
"JSP.BK","JSP Pharmaceutical Manufacturing (Thailand) Public Co., Ltd.",3.68,-0.1,"-2.65%","2.114M","0",1.674e+12,"N/A",NA
"VCOM.BK","Vintcom Technology Public Company Limited",5.4,0,"0.00%","101,900","211,349",1.658e+12,"13.85",NA
"SECURE.BK","nForce Secure Public Company Limited",15.9,-0.1,"-0.63%","157,700","226,881",1.634e+12,"46.76",NA
"TAE.BK","Thai Agro Energy Public Company Limited",1.62,-0.02,"-1.22%","188,988","269,363",1.62e+12,"N/A",NA
"KUN.BK","Villa Kunalai Public Company Limited",2.36,-0.04,"-1.67%","502,602","510,627",1.62e+12,"11.80",NA
"QTC.BK","QTC Energy Public Company Limited",4.68,0,"0.00%","425,001","65,291",1.596e+12,"29.25",NA
"PPPM.BK","PP PRIME Public Company Limited",0.15,-0.01,"-6.25%","71.157M","24.68M",1.593e+12,"3.00",NA
"B52.BK","B-52 Capital Public Company Limited",2.16,-0.02,"-0.92%","77,002","225,619",1.593e+12,"N/A",NA
"PL.BK","Phatra Leasing Public Company Limited",2.66,0,"0.00%","64,201","63,178",1.587e+12,"12.09",NA
"MTW.BK","Maketowin Holding Public Company Limited",4.7,0.26,"+5.86%","6.235M","43.186M",1.584e+12,"67.14",NA
"STECH.BK","Siam Technic Concrete Public Company Limited",2.18,0.08,"+3.81%","664,000","348,972",1.581e+12,"21.80",NA
"TNITY.BK","Trinity Watthana Public Company Limited",7.35,-0.1,"-1.34%","278,293","457,952",1.576e+12,"8.08",NA
"TMILL.BK","T S Flour Mill Public Company Limited",3.92,0.02,"+0.51%","74,300","122,198",1.563e+12,"15.68",NA
"RT.BK","Right Tunnelling Public Company Limited",1.4,0,"0.00%","4.011M","2.142M",1.562e+12,"N/A",NA
"TRUBB.BK","Thai Rubber Latex Group Public Company Limited",1.91,-0.01,"-0.52%","1.347M","2.323M",1.562e+12,"2.89",NA
"MGT.BK","Megachem (Thailand) Public Company Limited",3.9,0.2,"+5.41%","7.883M","494,811",1.56e+12,"16.25",NA
"YUASA.BK","Yuasa Battery (Thailand) Public Company Limited",14.4,0,"0.00%","20,403","73,385",1.55e+12,"14.69",NA
"WIIK.BK","WIIK Public Company Limited",1.84,0.02,"+1.10%","288,708","222,427",1.541e+12,"23.00",NA
"CMC.BK","Chaoprayamahanakorn Public Company Limited",1.49,0,"0.00%","81,600","174,362",1.533e+12,"N/A",NA
"MATCH.BK","Matching Maximize Solution Public Company Limited",1.96,0.03,"+1.55%","15,500","205,095",1.532e+12,"N/A",NA
"NCL.BK","NCL International Logistics Public Company Limited",2.9,-0.3,"-9.37%","14.145M","2.737M",1.532e+12,"41.43",NA
"TMW.BK","Thai Mitsuwa Public Company Limited",38.25,0.25,"+0.66%","16,800","8,008",1.526e+12,"12.14",NA
"FMT.BK","Fine Metal Technologies Public Company Limited",31.75,0.25,"+0.79%","1,303","3,581",1.524e+12,"11.80",NA
"YONG.BK","Yong Concrete Public Company Limited",2.24,-0.08,"-3.45%","14.38M","9.515M",1.523e+12,"17.23",NA
"SIMAT.BK","Simat Technologies Public Company Limited",2.34,-0.02,"-0.85%","1.296M","1.736M",1.518e+12,"23.40",NA
"KIAT.BK","Kiattana Transport Public Company Limited",0.49,0,"0.00%","2.129M","2.011M",1.514e+12,"16.33",NA
"LUXF.BK","Luxury Real Estate Investment Fund",7.7,0.1,"+1.32%","70,100","13,552",1.513e+12,"23.77",NA
"KWC.BK","Krungdhep Sophon Public Company Limited",252,0,"0.00%","5,101","221",1.512e+12,"17.03",NA
"IFS.BK","IFS Capital (Thailand) Public Company Limited",3.04,0,"0.00%","234,000","331,395",1.5e+12,"9.21",NA
"HEMP.BK","Health Empire Corporation Public Company Limited",3.92,0,"0.00%","386,743","455,001",1.499e+12,"N/A",NA
"WINNER.BK","Winner Group Enterprise Public Company Limited",2.48,0,"0.00%","117,115","351,226",1.488e+12,"11.81",NA
"AIMCG.BK","AIM Commercial Growth Freehold And Leasehold Real Estate Investment Trust",5.15,0,"0.00%","425,200","91,290",1.483e+12,"N/A",NA
"MATI.BK","Matichon Public Company Limited",8,0.15,"+1.91%","203","2,821",1.483e+12,"19.05",NA
"PATO.BK","Pato Chemical Industry Public Company Limited",10.4,0,"0.00%","16,800","16,900",1.481e+12,"23.64",NA
"STOWER.BK","Sky Tower Public Company Limited",0.04,0,"0.00%","9.311M","18.775M",1.479e+12,"N/A",NA
"GAHREIT.BK","Grande Hospitality Real Estate Investment Trust",8.4,-0.2,"-2.33%","4,100","16,539",1.474e+12,"140.00",NA
"W.BK","Wow Factor Public Company Limited",1.8,0,"0.00%","747,900","5.715M",1.465e+12,"N/A",NA
"MJD.BK","Major Development Public Company Limited",1.7,0,"0.00%","179,404","314,165",1.463e+12,"N/A",NA
"TTI.BK","Thai Textile Industry Public Company Limited",29.25,-0.75,"-2.50%","200","190",1.462e+12,"10.34",NA
"SCP.BK","Southern Concrete Pile Public Company Limited",5.05,0,"0.00%","117,906","85,675",1.426e+12,"21.96",NA
"AMC.BK","Asia Metal Public Company Limited",2.96,-0.04,"-1.33%","354,911","314,783",1.421e+12,"13.45",NA
"STP.BK","Sahathai Printing & Packaging Public Company Limited",14.2,-0.1,"-0.70%","188,100","574,078",1.42e+12,"N/A",NA
"B.BK","Begistics Public Company Limited",0.41,0,"0.00%","10.795M","7.567M",1.419e+12,"13.67",NA
"CPL.BK","CPL Group Public Company Limited",3.22,0.04,"+1.26%","8.615M","2.885M",1.416e+12,"29.27",NA
"CPH.BK","Castle Peak Holdings Public Company Limited",35.25,0.25,"+0.71%","1.312M","1.658M",1.41e+12,"5.18",NA
"TCMC.BK","TCM Corporation Public Company Limited",1.84,0.11,"+6.36%","7.763M","1.331M",1.404e+12,"N/A",NA
"AKR.BK","Ekarat Engineering Public Company Limited",0.95,0.02,"+2.15%","3.379M","1.803M",1.398e+12,"11.88",NA
"TWZ.BK","TWZ Corporation Public Company Limited",0.07,0,"0.00%","17.78M","23.93M",1.39e+12,"N/A",NA
"WAVE.BK","Wave Entertainment Public Company Limited",0.16,-0.01,"-5.88%","121.32M","133.856M",1.382e+12,"N/A",NA
"GYT.BK","Goodyear (Thailand) Public Company Limited",186.5,1.5,"+0.81%","600","814",1.38e+12,"N/A",NA
"CSR.BK","City Sports and Recreation Public Company Limited",67.25,-0.5,"-0.74%","700","490",1.379e+12,"37.57",NA
"CRANE.BK","Chukai Public Company Limited",1.81,-0.08,"-4.23%","25.048M","12.647M",1.372e+12,"N/A",NA
"RPC.BK","RPCG Public Company Limited",1.05,-0.01,"-0.94%","1.469M","2.184M",1.37e+12,"2.06",NA
"TVDH.BK","TVD Holdings Public Company Limited",0.8,0,"0.00%","2.966M","3.879M",1.369e+12,"N/A",NA
"TLHPF.BK","Thailand Hospitality Property Fund",7.95,-0.15,"-1.85%","6,100","6,978",1.367e+12,"14.12",NA
"EFORL.BK","E for L Aim Public Company Limited",0.34,-0.01,"-2.86%","5.263M","13.173M",1.359e+12,"N/A",NA
"MENA.BK","Mena Transport Public Company Limited",1.85,-0.02,"-1.07%","3.549M","4.498M",1.358e+12,"30.83",NA
"EMC.BK","EMC Public Company Limited",0.16,0,"0.00%","3.642M","7.558M",1.349e+12,"N/A",NA
"UMI.BK","The Union Mosaic Industry Public Company Limited",1.6,0,"0.00%","6.804M","3.156M",1.338e+12,"12.31",NA
"HARN.BK","Harn Engineering Solutions Public Company Limited",2.28,0.02,"+0.88%","240,600","161,695",1.333e+12,"15.20",NA
"CAZ.BK","CAZ (Thailand) Public Company Limited",4.5,-0.06,"-1.32%","2.146M","1.73M",1.323e+12,"6.08",NA
"CPR.BK","CPR Gomu Industrial Public Company Limited",6.6,0.05,"+0.76%","3.053M","1.624M",1.313e+12,"20.62",NA
"KOOL.BK","Masterkool International Public Company Limited",0.53,-0.01,"-1.85%","4.938M","4.5M",1.31e+12,"53.00",NA
"24CS.BK","Twenty - Four Con & Supply Public Company Limited",3.04,-0.02,"-0.65%","1.055M","6.341M",1.307e+12,"43.43",NA
"CEYE.BK","Chamni's Eye Public Company Limited",4.8,0,"0.00%","1.215M","899,636",1.296e+12,"28.24",NA
"RICHY.BK","Richy Place 2002 Public Company Limited",0.81,-0.01,"-1.22%","1.72M","627,980",1.279e+12,"81.00",NA
"CHOTI.BK","Kiang Huat Sea Gull Trading Frozen Food Public Company Limited",170,0,"0.00%","1,900","1,926",1.275e+12,"8.35",NA
"AJA.BK","AJ Advance Technology Public Company Limited",0.24,0,"0.00%","5.207M","8.186M",1.275e+12,"N/A",NA
